player_id,season_year,level,org,age_during_season,pa,avg,obp,slg,woba,iso,k_pct,bb_pct,babip,home_runs,stolen_bases,ip,era,fip,whip,k9,bb9,hr9,velo_avg,primary_position,stats_type,pulled_at
draft_2016_bryson_brigman_r3p87,2024,AAA,RNO,,404,0.334,0.383,0.474,,0.14,0.15346534653465346,0.06435643564356436,0.379,9,10,0.0,,,,,,,,SS,batting,2026-07-28T13:03:31
ifa_642727,2024,AAA,RNO,,450,0.279,0.391,0.434,,0.155,0.18222222222222223,0.15333333333333332,0.336,8,8,0.0,,,,,,,,SS,batting,2026-07-28T13:03:31
ifa_678689,2024,AAA,RNO,,8,0.286,0.375,0.429,,0.143,0.5,0.125,0.667,0,0,0.0,,,,,,,,SS,batting,2026-07-28T13:03:31
draft_2018_blaze_alexander_r11p339,2024,AAA,RNO,,225,0.276,0.353,0.444,,0.168,0.30666666666666664,0.08444444444444445,0.392,5,4,0.0,,,,,,,,3B,batting,2026-07-28T13:03:31
draft_2012_albert_almora_r1p6,2024,AAA,RNO,,576,0.292,0.349,0.438,,0.146,0.140625,0.07291666666666667,0.329,9,20,0.0,,,,,,,,OF,batting,2026-07-28T13:03:31
draft_2022_brett_johnson_r10p288,2024,AAA,RNO,,92,0.211,0.348,0.434,,0.223,0.29347826086956524,0.17391304347826086,0.298,2,1,0.0,,,,,,,,OF,batting,2026-07-28T13:03:31
ifa_678489,2024,AAA,RNO,,329,0.27,0.36,0.421,,0.151,0.17933130699088146,0.11550151975683891,0.314,8,12,0.0,,,,,,,,CF,batting,2026-07-28T13:03:31
draft_2018_alek_thomas_r2p63,2024,AAA,RNO,,69,0.286,0.333,0.444,,0.158,0.15942028985507245,0.07246376811594203,0.314,2,1,0.0,,,,,,,,CF,batting,2026-07-28T13:03:31
draft_2018_andy_weber_r5p158,2024,AAA,RNO,,41,0.263,0.275,0.5,,0.237,0.2682926829268293,0.024390243902439025,0.308,2,1,0.0,,,,,,,,2B,batting,2026-07-28T13:03:31
draft_2015_kyle_garlick_r28p852,2024,AAA,RNO,,623,0.237,0.329,0.444,,0.207,0.27447833065810595,0.11396468699839486,0.288,28,1,0.0,,,,,,,,LF,batting,2026-07-28T13:03:31
draft_2015_tristin_english_r39p1174,2024,AAA,RNO,,479,0.263,0.326,0.424,,0.161,0.19832985386221294,0.06680584551148225,0.301,16,3,0.0,,,,,,,,OF,batting,2026-07-28T13:03:31
draft_2016_andrew_knizner_r7p226,2024,AAA,RNO,,93,0.263,0.355,0.388,,0.125,0.21505376344086022,0.10752688172043011,0.322,2,1,0.0,,,,,,,,C,batting,2026-07-28T13:03:31
draft_2011_kolten_wong_r1p22,2024,AAA,RNO,,121,0.271,0.339,0.383,,0.112,0.18181818181818182,0.08264462809917356,0.318,2,2,0.0,,,,,,,,2B,batting,2026-07-28T13:03:31
ifa_691284,2024,AAA,RNO,,20,0.316,0.35,0.368,,0.052,0.05,0.0,0.333,0,0,0.0,,,,,,,,SS,batting,2026-07-28T13:03:31
ifa_696096,2024,AAA,RNO,,149,0.26,0.351,0.362,,0.102,0.15436241610738255,0.12751677852348994,0.298,2,0,0.0,,,,,,,,C,batting,2026-07-28T13:03:31
draft_2017_jancarlos_cintron_r24p712,2024,AAA,RNO,,139,0.23,0.317,0.279,,0.049,0.10071942446043165,0.08633093525179857,0.257,0,5,0.0,,,,,,,,SS,batting,2026-07-28T13:03:31
