player_id,name,card_year,denominator,draft_year,draft_round,is_international,bucket,debut_year,debut_date,days_since_debut,games_pitched,games_batted,innings_pitched,ip_per_game,role,primary_position,current_org,n_listings,n_auctions,n_fixed,price_min,price_p25,price_median,price_mean,price_p75,price_max,lowest_buynow_price,lowest_buynow_url,top_listing_url,top_listing_title,has_market,snapshot_date
draft_2020_zach_mccambley_r3p75,Zach McCambley,2021,0,2020,3,0,R2-R3,2026,2026-06-03,19,3,,4.0,1.33,RP,RHP,Miami Marlins,2,0,2,19.99,21.165,22.34,22.34,23.515,24.69,19.99,https://www.ebay.com/itm/318444866495?_skw=%22Zach+McCambley%22+1st+Bowman+Chrome+auto&hash=item4a24cb0bbf:g:EAoAAeSww81qK8gx,https://www.ebay.com/itm/318444866495?_skw=%22Zach+McCambley%22+1st+Bowman+Chrome+auto&hash=item4a24cb0bbf:g:EAoAAeSww81qK8gx,2020 BOWMAN 1ST CHROME DRAFT RC Signed ZACH MCCAMBLEY # BD-112 In Person Auto,1,2026-06-22
draft_2020_trei_cruz_r3p73,Trei Cruz,2021,0,2020,3,0,R2-R3,2026,2026-06-19,3,,2,,,BAT,SS,Detroit Tigers,1,0,1,29.44,29.44,29.44,29.44,29.44,29.44,29.44,https://www.ebay.com/itm/278106062803?_skw=%22Trei+Cruz%22+1st+Bowman+Chrome+auto&hash=item40c069bfd3:g:8mwAAeSw~DVqNaK2,https://www.ebay.com/itm/278106062803?_skw=%22Trei+Cruz%22+1st+Bowman+Chrome+auto&hash=item40c069bfd3:g:8mwAAeSw~DVqNaK2,2020 1st Bowman Draft Chrome RC AUTO Trei Cruz #CDA-TC! Tigers! Rookie Autograph,1,2026-06-22
draft_2023_cole_carrigg_r2p65,Cole Carrigg,2024,0,2023,2,0,R2-R3,2026,2026-06-09,13,,12,,,BAT,C,Colorado Rockies,21,0,21,33.99,36.5,39.99,45.42619047619048,47.49,84.99,33.99,https://www.ebay.com/itm/800174725283?_skw=%22Cole+Carrigg%22+1st+Bowman+Chrome+auto&hash=itemba4e2158a3:g:iS4AAeSwV~FqLgHr,https://www.ebay.com/itm/800174725283?_skw=%22Cole+Carrigg%22+1st+Bowman+Chrome+auto&hash=itemba4e2158a3:g:iS4AAeSwV~FqLgHr,COLE CARRIGG 2023 Bowman Draft 1st Chrome AUTO Autograph,1,2026-06-22
draft_2024_gage_jump_r2p73,Gage Jump,2025,0,2024,2,0,R2-R3,2026,2026-05-26,27,5,,30.33,6.07,SP,LHP,Oakland Athletics,11,0,11,84.14,95.0,99.99,107.10181818181817,109.5,150.0,84.14,https://www.ebay.com/itm/406972562106?_skw=%22Gage+Jump%22+1st+Bowman+Chrome+auto&hash=item5ec1747aba:g:Ex0AAeSwDPJqDrER,https://www.ebay.com/itm/406972562106?_skw=%22Gage+Jump%22+1st+Bowman+Chrome+auto&hash=item5ec1747aba:g:Ex0AAeSwDPJqDrER,2026 Bowman Gage Jump 1st Bowman Chrome Auto Athletics,1,2026-06-22
draft_2023_kade_morris_r3p101,Kade Morris,2024,0,2023,3,0,R2-R3,2026,2026-06-06,16,1,,4.0,4.0,SP,RHP,New York Mets,0,0,0,,,,,,,,,,,0,2026-06-22
draft_2022_gabriel_rincones_jr_r3p93,Gabriel Rincones Jr.,2023,0,2022,3,0,R2-R3,2026,2026-06-12,10,,6,,,BAT,OF,Philadelphia Phillies,1,0,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,https://www.ebay.com/itm/376967435880?_skw=%22Gabriel+Rincones%22+1st+Bowman+Chrome+auto&hash=item57c5029668:g:LfsAAeSw4tVpkmME,https://www.ebay.com/itm/376967435880?_skw=%22Gabriel+Rincones%22+1st+Bowman+Chrome+auto&hash=item57c5029668:g:LfsAAeSw4tVpkmME,Gabriel Rincones Jr. Signed 2022 1st Bowman Chrome Auto Philadelphia Phillies,1,2026-06-22
draft_2021_elmer_rodriguez-cruz_r4p105,Elmer Rodriguez-Cruz,2022,0,2021,4,0,R4-R10,2026,2026-04-29,54,4,,17.0,4.25,SP,RHP,Boston Red Sox,3,0,3,42.5,51.25,60.0,127.5,170.0,280.0,42.5,https://www.ebay.com/itm/366379654395?_skw=%22Elmer+Rodriguez-Cruz%22+1st+Bowman+Chrome+auto&hash=item554deddcfb:g:v5IAAeSwA7pp85mw,https://www.ebay.com/itm/366379654395?_skw=%22Elmer+Rodriguez-Cruz%22+1st+Bowman+Chrome+auto&hash=item554deddcfb:g:v5IAAeSwA7pp85mw,Elmer Rodriguez-Cruz Signed 2021 Bowman Chrome 1st Refractor IP Autograph Auto,1,2026-06-22
draft_2022_william_kempner_r3p106,William Kempner,2023,0,2022,3,0,R2-R3,2026,2026-05-05,48,6,6,9.0,1.5,SWG,RHP,San Francisco Giants,0,0,0,,,,,,,,,,,0,2026-06-22
draft_2022_trevor_martin_r3p104,Trevor Martin,2023,0,2022,3,0,R2-R3,2026,2026-04-20,63,5,,10.33,2.07,SWG,RHP,Tampa Bay Rays,8,0,8,4.99,7.74,10.49,15.116249999999999,22.4975,29.99,4.99,https://www.ebay.com/itm/800046544796?_skw=%22Trevor+Martin%22+1st+Bowman+Chrome+auto&hash=itemba467d779c:g:MOQAAeSwSptqDlZO,https://www.ebay.com/itm/800046544796?_skw=%22Trevor+Martin%22+1st+Bowman+Chrome+auto&hash=itemba467d779c:g:MOQAAeSwSptqDlZO,2022 Bowman Chrome Trevor Martin 1st Bowman Auto - Rays,1,2026-06-22
draft_2020_blaze_jordan_r3p89,Blaze Jordan,2021,0,2020,3,0,R2-R3,2026,2026-06-12,10,,9,,,BAT,1B,Boston Red Sox,18,0,18,35.87,77.5,99.99,116.76444444444445,124.99,325.0,35.87,https://www.ebay.com/itm/117249191136?_skw=%22Blaze+Jordan%22+1st+Bowman+Chrome+auto&hash=item1b4c98ace0:g:DKAAAeSwJslqLzEJ,https://www.ebay.com/itm/117249191136?_skw=%22Blaze+Jordan%22+1st+Bowman+Chrome+auto&hash=item1b4c98ace0:g:DKAAAeSwJslqLzEJ,Blaze Jordan 2021 Bowman Chrome 1st IP Auto - St Louis Cardinals Rookie,1,2026-06-22
draft_2021_chad_dallas_r4p121,Chad Dallas,2022,0,2021,4,0,R4-R10,2026,2026-06-04,18,1,,3.67,3.67,SP,RHP,Toronto Blue Jays,0,0,0,,,,,,,,,,,0,2026-06-22
draft_2020_beck_way_r4p129,Beck Way,2021,0,2020,4,0,R4-R10,2026,2026-06-05,17,6,,9.33,1.56,SWG,RHP,New York Yankees,12,0,12,7.99,9.9975,13.975,28.403333333333332,26.2425,149.99,7.99,https://www.ebay.com/itm/298397280140?_skw=%22Beck+Way%22+1st+Bowman+Chrome+auto&hash=item4579dd278c:g:71QAAeSwoC9qJywA,https://www.ebay.com/itm/298397280140?_skw=%22Beck+Way%22+1st+Bowman+Chrome+auto&hash=item4579dd278c:g:71QAAeSwoC9qJywA,Beck Way 2021 Bowman Chrome 1st Prospect Auto CPA-BW New York Yankees,1,2026-06-22
draft_2022_andrew_morris_r4p114,Andrew Morris,2023,0,2022,4,0,R4-R10,2026,2026-04-12,71,25,,33.67,1.35,RP,RHP,Minnesota Twins,10,0,10,5.0,9.9925,13.495000000000001,15.485,19.9975,32.89,5.0,https://www.ebay.com/itm/257473378632?_skw=%22Andrew+Morris%22+1st+Bowman+Chrome+auto&hash=item3bf29bf948:g:CbIAAeSwI8dp6~fU,https://www.ebay.com/itm/257473378632?_skw=%22Andrew+Morris%22+1st+Bowman+Chrome+auto&hash=item3bf29bf948:g:CbIAAeSwI8dp6~fU,Andrew Morris 2025 Bowman Chrome #CPA-AMO Auto 1st RC,1,2026-06-22
draft_2020_carter_baumler_r5p133,Carter Baumler,2021,0,2020,5,0,R4-R10,2026,2026-03-26,88,4,,5.67,1.42,RP,RHP,Baltimore Orioles,3,0,3,19.5,22.244999999999997,24.99,29.81,34.964999999999996,44.94,19.5,https://www.ebay.com/itm/147338265951?_skw=%22Carter+Baumler%22+1st+Bowman+Chrome+auto&hash=item224e0b855f:g:ImsAAeSwFyJqGRCi,https://www.ebay.com/itm/147338265951?_skw=%22Carter+Baumler%22+1st+Bowman+Chrome+auto&hash=item224e0b855f:g:ImsAAeSwFyJqGRCi,2020 Bowman Chrome 1st Carter Baumler Base Auto Orioles HOT ROOKIE RC Autograph,1,2026-06-22
draft_2020_tanner_murray_r4p125,Tanner Murray,2021,0,2020,4,0,R4-R10,2026,2026-04-05,78,,13,,,BAT,SS,Tampa Bay Rays,36,0,36,3.0,5.0,8.8,16.471944444444443,19.9925,124.69,3.0,https://www.ebay.com/itm/226181105895?_skw=%22Tanner+Murray%22+1st+Bowman+Chrome+auto&hash=item34a971c8e7:g:vWoAAOSwjiRmYklC,https://www.ebay.com/itm/226181105895?_skw=%22Tanner+Murray%22+1st+Bowman+Chrome+auto&hash=item34a971c8e7:g:vWoAAOSwjiRmYklC,2021 Bowman Chrome Tanner Murray 1st Bowman Auto,1,2026-06-22
draft_2023_aj_ewing_r4p134,A.J. Ewing,2024,0,2023,4,0,R4-R10,2026,2026-05-12,41,,37,,,BAT,SS,New York Mets,32,0,32,49.99,49.99,77.495,89.6040625,126.2475,195.0,49.99,https://www.ebay.com/itm/366403353292?_skw=%22AJ+Ewing%22+1st+Bowman+Chrome+auto&hash=item554f577acc:g:AZoAAeSwKRRqAqgn,https://www.ebay.com/itm/366403353292?_skw=%22AJ+Ewing%22+1st+Bowman+Chrome+auto&hash=item554f577acc:g:AZoAAeSwKRRqAqgn,"AJ Ewing New York Mets Auto Signed 2023 1st Bowman Chrome Paint ,",1,2026-06-22
draft_2021_eric_cerantola_r5p139,Eric Cerantola,2022,0,2021,5,0,R4-R10,2026,2026-05-06,47,3,,4.0,1.33,RP,RHP,Kansas City Royals,13,0,13,3.99,6.99,8.0,10.408461538461538,11.99,29.99,3.99,https://www.ebay.com/itm/278064166786?_skw=%22Eric+Cerantola%22+1st+Bowman+Chrome+auto&hash=item40bdea7782:g:yn8AAeSwzyhqI1Su,https://www.ebay.com/itm/278064166786?_skw=%22Eric+Cerantola%22+1st+Bowman+Chrome+auto&hash=item40bdea7782:g:yn8AAeSwzyhqI1Su,2021 Bowman Chrome Baseball - 1st Auto CDA-EC KC Royals - ERIC CERANTOLA,1,2026-06-22
draft_2018_ryan_weiss_r4p129,Ryan Weiss,2019,0,2018,4,0,R4-R10,2026,2026-03-27,87,9,,26.0,2.89,SP,RHP,Arizona Diamondbacks,0,0,0,,,,,,,,,,,0,2026-06-22
draft_2020_shane_drohan_r5p148,Shane Drohan,2021,0,2020,5,0,R4-R10,2026,2026-04-08,75,15,,47.67,3.18,SP,LHP,Boston Red Sox,1,0,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,https://www.ebay.com/itm/145507876228?_skw=%22Shane+Drohan%22+1st+Bowman+Chrome+auto&hash=item21e0f1fd84:g:oJAAAOSwyyRlgPfl,https://www.ebay.com/itm/145507876228?_skw=%22Shane+Drohan%22+1st+Bowman+Chrome+auto&hash=item21e0f1fd84:g:oJAAAOSwyyRlgPfl,2020 Bowman Chrome Draft Shane Drohan 1st RC Rookie Card Signed IP Auto Baseball,1,2026-06-22
draft_2022_spencer_miles_r4p136,Spencer Miles,2023,0,2022,4,0,R4-R10,2026,2026-03-28,86,21,,47.0,2.24,SWG,RHP,San Francisco Giants,0,0,0,,,,,,,,,,,0,2026-06-22
draft_2024_sam_antonacci_r5p140,Sam Antonacci,2025,0,2024,5,0,R4-R10,2026,2026-04-15,68,,58,,,BAT,IF,Chicago White Sox,21,0,21,28.99,49.95,54.99,61.46666666666667,69.0,149.99,28.99,https://www.ebay.com/itm/257498226857?_skw=%22Sam+Antonacci%22+1st+Bowman+Chrome+auto&hash=item3bf41720a9:g:T2kAAeSwkXBp~qPy,https://www.ebay.com/itm/257498226857?_skw=%22Sam+Antonacci%22+1st+Bowman+Chrome+auto&hash=item3bf41720a9:g:T2kAAeSwkXBp~qPy,Sam Antonacci 2024 Bowman Draft Chrome 1st Bowman Refractor Ip  Auto BDC-158,1,2026-06-22
draft_2022_tyler_schweitzer_r5p161,Tyler Schweitzer,2023,0,2022,5,0,R4-R10,2026,2026-04-08,75,4,,4.0,1.0,RP,LHP,Chicago White Sox,9,0,9,5.99,9.99,12.0,13.103333333333333,12.99,24.99,5.99,https://www.ebay.com/itm/278069993703?_skw=%22Tyler+Schweitzer%22+1st+Bowman+Chrome+auto&hash=item40be4360e7:g:EGIAAeSwYDhqJ7Yd,https://www.ebay.com/itm/278069993703?_skw=%22Tyler+Schweitzer%22+1st+Bowman+Chrome+auto&hash=item40be4360e7:g:EGIAAeSwYDhqJ7Yd,2022 Bowman Chrome Tyler Schweitzer 1st Bowman Auto #CDA-TSR Chicago White Sox,1,2026-06-22
draft_2023_jonah_cox_r6p166,Jonah Cox,2024,0,2023,6,0,R4-R10,2026,2026-05-31,22,,15,,,BAT,OF,Oakland Athletics,21,0,21,15.99,21.99,30.0,31.44047619047619,39.99,55.0,15.99,https://www.ebay.com/itm/800172055489?_skw=%22Jonah+Cox%22+1st+Bowman+Chrome+auto&hash=itemba4df89bc1:g:Zx0AAeSw-~RqHZHh,https://www.ebay.com/itm/800172055489?_skw=%22Jonah+Cox%22+1st+Bowman+Chrome+auto&hash=itemba4df89bc1:g:Zx0AAeSw-~RqHZHh,2023 Bowman Chrome Jonah Cox 1st Bowman Auto IP 🔥Call UP🔥 Giants,1,2026-06-22
draft_2021_hayden_juenger_r6p182,Hayden Juenger,2022,0,2021,6,0,R4-R10,2026,2026-05-31,22,2,,2.0,1.0,RP,RHP,Toronto Blue Jays,7,0,7,4.99,8.475,9.99,26.845714285714287,43.995,68.0,4.99,https://www.ebay.com/itm/116350044901?_skw=%22Hayden+Juenger%22+1st+Bowman+Chrome+auto&hash=item1b1700cae5:g:QVEAAOSw-UBnBDu9,https://www.ebay.com/itm/116350044901?_skw=%22Hayden+Juenger%22+1st+Bowman+Chrome+auto&hash=item1b1700cae5:g:QVEAAOSw-UBnBDu9,2023 BOWMAN CHROME BASEBALL HAYDEN JUENGER 1ST PROSPECT AUTO #CPA-HJ,1,2026-06-22
draft_2021_brett_kerry_r5p141,Brett Kerry,2022,0,2021,5,0,R4-R10,2026,2026-06-17,5,1,,4.0,4.0,SP,RHP,Los Angeles Angels,0,0,0,,,,,,,,,,,0,2026-06-22
draft_2023_zach_thornton_r5p159,Zach Thornton,2024,0,2023,5,0,R4-R10,2026,2026-05-20,33,1,,4.33,4.33,SP,LHP,New York Mets,33,0,33,13.99,25.0,35.0,40.27909090909091,49.99,99.99,13.99,https://www.ebay.com/itm/278073817471?_skw=%22Zach+Thornton%22+1st+Bowman+Chrome+auto&hash=item40be7db97f:g:mSMAAeSwTFBqKSia,https://www.ebay.com/itm/278073817471?_skw=%22Zach+Thornton%22+1st+Bowman+Chrome+auto&hash=item40be7db97f:g:mSMAAeSwTFBqKSia,Zach Thornton 2023 Bowman Chrome Prospect Refractor AUTO RC 1st New York Mets SP,1,2026-06-22
draft_2022_josh_white_r5p142,Josh White,2023,0,2022,5,0,R4-R10,2026,2026-05-31,22,1,,0.67,0.67,RP,RHP,Miami Marlins,1,0,1,1.99,1.99,1.99,1.99,1.99,1.99,1.99,https://www.ebay.com/itm/233376519272?_skw=Josh+White+Bowman+auto&hash=item3656531468:g:OeoAAOSwK5Vdrmt9,https://www.ebay.com/itm/233376519272?_skw=Josh+White+Bowman+auto&hash=item3656531468:g:OeoAAOSwK5Vdrmt9,Josh Phegley Signed 2013 Bowman Draft Chrome Rc Auto White Sox Athletics ,1,2026-06-22
draft_2023_cooper_pratt_r6p182,Cooper Pratt,2024,0,2023,6,0,R4-R10,2026,2026-06-16,6,,6,,,BAT,SS,Milwaukee Brewers,2,0,2,89.95,97.4625,104.975,104.975,112.4875,120.0,89.95,https://www.ebay.com/itm/198437866705?_skw=%22Cooper+Pratt%22+1st+Bowman+Chrome+auto&hash=item2e33d18cd1:g:rNwAAeSwE99qNH-p,https://www.ebay.com/itm/198437866705?_skw=%22Cooper+Pratt%22+1st+Bowman+Chrome+auto&hash=item2e33d18cd1:g:rNwAAeSwE99qNH-p,2024 Bowman Chrome 1st Prospect Auto Cooper Pratt #CPA-CPR Milwaukee Brewers,1,2026-06-22
draft_2023_george_klassen_r6p193,George Klassen,2024,0,2023,6,0,R4-R10,2026,2026-04-05,78,2,,4.67,2.33,SWG,P,Philadelphia Phillies,24,0,24,14.99,19.99,22.439999999999998,41.05833333333333,43.9475,124.99,14.99,https://www.ebay.com/itm/206108932809?_skw=%22George+Klassen%22+1st+Bowman+Chrome+auto&hash=item2ffd0cbac9:g:jq8AAeSw4c1pp3nZ,https://www.ebay.com/itm/206108932809?_skw=%22George+Klassen%22+1st+Bowman+Chrome+auto&hash=item2ffd0cbac9:g:jq8AAeSw4c1pp3nZ,2025 Bowman George Klassen Chrome Auto 1st Prospect #CPA-GK Angels,1,2026-06-22
draft_2022_alex_hoppe_r6p189,Alex Hoppe,2023,0,2022,6,0,R4-R10,2026,2026-04-27,56,19,,22.0,1.16,RP,RHP,Boston Red Sox,0,0,0,,,,,,,,,,,0,2026-06-22
draft_2021_riley_martin_r6p184,Riley Martin,2022,0,2021,6,0,R4-R10,2026,2026-04-06,77,8,,8.33,1.04,RP,LHP,Chicago Cubs,0,0,0,,,,,,,,,,,0,2026-06-22
draft_2022_max_rajcic_r6p187,Max Rajcic,2023,0,2022,6,0,R4-R10,2026,2026-06-18,4,2,,3.33,1.67,SWG,RHP,St. Louis Cardinals,0,0,0,,,,,,,,,,,0,2026-06-22
draft_2018_raynel_delgado_r6p193,Raynel Delgado,2019,0,2018,6,0,R4-R10,2026,2026-06-14,8,,6,,,BAT,SS,Cleveland Indians,2,0,2,8.99,15.942499999999999,22.895,22.895,29.847499999999997,36.8,8.99,https://www.ebay.com/itm/203534327626?_skw=%22Raynel+Delgado%22+1st+Bowman+auto&hash=item2f63975f4a:g:VSkAAOSw8chg-wFP,https://www.ebay.com/itm/203534327626?_skw=%22Raynel+Delgado%22+1st+Bowman+auto&hash=item2f63975f4a:g:VSkAAOSw8chg-wFP,RAYNEL DELGADO 2018 Bowman Draft Paper BD-176 1ST ROOKIE Signed AUTO COA Indians,1,2026-06-22
draft_2022_collin_price_r6p193,Collin Price,2023,0,2022,6,0,R4-R10,2026,2026-06-04,18,,7,,,BAT,C,Houston Astros,0,0,0,,,,,,,,,,,0,2026-06-22
draft_2019_adam_macko_r7p216,Adam Macko,2020,0,2019,7,0,R4-R10,2026,2026-05-18,35,12,,12.0,1.0,RP,LHP,Seattle Mariners,11,0,11,7.99,10.995000000000001,15.0,18.00181818181818,19.7,49.99,7.99,https://www.ebay.com/itm/198442555570?_skw=%22Adam+Macko%22+1st+Bowman+Chrome+auto&hash=item2e341918b2:g:ZrkAAeSwyadqNyEs,https://www.ebay.com/itm/198442555570?_skw=%22Adam+Macko%22+1st+Bowman+Chrome+auto&hash=item2e341918b2:g:ZrkAAeSwyadqNyEs,2022 Bowman Chrome ADAM MACKO auto - RC - 1st - Slovakia,1,2026-06-22
draft_2022_riley_cornelio_r7p201,Riley Cornelio,2023,0,2022,7,0,R4-R10,2026,2026-04-24,59,3,,8.33,2.78,SP,RHP,Washington Nationals,0,0,0,,,,,,,,,,,0,2026-06-22
draft_2021_robby_ahlstrom_r7p213,Robby Ahlstrom,2022,0,2021,7,0,R4-R10,2026,2026-06-03,19,7,,8.0,1.14,RP,LHP,New York Yankees,0,0,0,,,,,,,,,,,0,2026-06-22
draft_2022_cameron_weston_r8p227,Cameron Weston,2023,0,2022,8,0,R4-R10,2026,2026-05-28,25,1,,1.0,1.0,RP,RHP,Baltimore Orioles,0,0,0,,,,,,,,,,,0,2026-06-22
