rank,player,pos,ht,wt,ba,th,born,place,hilvl,mlb_years,stat_years,draft_info,status,cur_org,cur_lev
54,DL Hall,p,6-1,204,L,L,1998-09-19,"Valdosta,GA",MLB,2022-2026,2017-2026,2017- 1- 21-BAL,premium,premium,premium
55,Brusdar Graterol,p,6-1,265,R,R,1998-08-26,"Calobozo,VZ",MLB,2019-2024,2015-2026,2014- UDFA -MIN,premium,premium,premium
56,Ronaldo Hernandez,c-1b,6-1,248,R,R,1997-11-11,"Arjona,CB",AAA, ,2015-2025,2014- UDFA -TBA,premium,premium,premium
57,Hunter Greene,p,6-5,242,R,R,1999-08-06,"Los Angeles,CA",MLB,2022-2025,2017-2025,2017- 1- 2-CIN,premium,premium,premium
58,Matthew Liberatore,p,6-4,215,L,L,1999-11-06,"Peoria,AZ",MLB,2022-2026,2018-2026,2018- 1- 16-TBA,premium,premium,premium
59,Jazz Chisholm,2b,5-11,184,L,R,1998-02-01,"Nassau,BM",MLB,2020-2026,2016-2026,2015- UDFA -ARI,premium,premium,premium
60,Victor Mesa,lf-rf,5-11,200,R,R,1996-07-20,"Santa Clara,CU",AAA, ,2019-2023,2018- UDFA -MIA,premium,premium,premium
61,Luis Garcia,2b,6-1,216,L,R,2000-05-16,"New York,NY",MLB,2020-2026,2017-2026,2016- UDFA -WAS,premium,premium,premium
62,Jesus Sanchez,rf,6-4,222,L,R,1997-10-07,"Higuey,DR",MLB,2020-2026,2015-2026,2014- UDFA -TBA,premium,premium,premium
63,Griffin Canning,p,6-2,180,R,R,1996-05-11,"Mission Viejo,CA",MLB,2019-2026,2015-2026,2017- 2- 47-ANA,premium,premium,premium
64,Vidal Brujan,2b-ss,5-9,180,B,R,1998-02-09,"San Pedro De Macoris,DR",MLB,2021-2026,2015-2026,2014- UDFA -TBA,premium,premium,premium
65,Alec Bohm,3b,6-5,218,R,R,1996-08-03,"Omaha,NE",MLB,2020-2026,2016-2026,2018- 1- 3-PHI,premium,premium,premium
66,Chris Paddack,p,6-5,217,R,R,1996-01-08,"Austin,TX",MLB,2019-2026,2015-2026,2015- 8- 236-MIA,premium,premium,premium
67,Luis Patino,p,6-1,192,R,R,1999-10-26,"Barranquilla,CB",MLB,2020-2023,2017-2025,2016- UDFA -SDN,premium,premium,premium
68,Jarred Kelenic,lf-cf,5-11,206,L,L,1999-07-16,"Waukesha,WI",MLB,2021-2026,2018-2026,2018- 1- 6-NYN,premium,premium,premium
69,Tony Santillan,p,6-3,285,R,R,1997-04-15,"Fort Worth,TX",MLB,2021-2026,2015-2026,2015- 2- 49-CIN,premium,premium,premium
70,Nate Pearson,p,6-6,255,R,R,1996-08-20,"Odessa,FL",MLB,2020-2025,2016-2026,2017- 1- 28-TOR,premium,premium,premium
71,Brady Singer,p,6-5,215,R,R,1996-08-04,"Leesburg,FL",MLB,2020-2026,2016-2026,2018- 1- 18-KCA,premium,premium,premium
72,Sean Murphy,c-dh,6-3,228,R,R,1994-10-04,"Peekskill,NY",MLB,2019-2026,2014-2026,2016- 3- 83-OAK,premium,premium,premium
73,Hans Crouse,p,6-4,180,L,R,1998-09-15,"Dana Point,CA",MLB,2021-2024,2017-2026,2017- 2- 66-TEX,premium,premium,premium
74,Dakota Hudson,p,6-5,215,R,R,1994-09-15,"Dunlap,TN",MLB,2018-2024,2014-2025,2016- 1- 34-SLN,premium,premium,premium
75,Nolan Gorman,2b,6-0,225,L,R,2000-05-10,"Phoenix,AZ",MLB,2022-2026,2018-2026,2018- 1- 19-SLN,premium,premium,premium
76,Luis Robert,cf,6-2,225,R,R,1997-08-03,"Ciego de Avila,CU",MLB,2020-2026,2017-2026,2017- UDFA -CHA,premium,premium,premium
77,Josh James,p,6-3,234,R,R,1993-03-08,"Hollywood,FL",MLB,2018-2021,2012-2024,2014- 34-1006-HOU,premium,premium,premium
78,Corbin Martin,p,6-2,225,R,R,1995-12-28,"Hempstead,TX",MLB,2019-2026,2015-2026,2017- 2- 56-HOU,premium,premium,premium
79,Oneil Cruz,ss-cf,6-7,240,L,R,1998-10-04,"Nizao,DR",MLB,2021-2026,2016-2026,2015- UDFA -LAN,premium,premium,premium
80,Bryse Wilson,p,6-2,255,R,R,1997-12-20,"Hillsborough,NC",MLB,2018-2025,2016-2026,2016- 4- 109-ATL,premium,premium,premium
81,Elehuris Montero,3b-1b,6-3,235,R,R,1998-08-17,"Santo Domingo Centro,DR",MLB,2022-2024,2015-2025,2014- UDFA -SLN,premium,premium,premium
82,Dustin May,p,6-6,180,R,R,1997-09-06,"Justin,TX",MLB,2019-2026,2016-2026,2016- 3- 101-LAN,premium,premium,premium
83,Drew Waters,cf-rf,6-1,185,B,R,1998-12-30,"Atlanta,GA",MLB,2022-2025,2017-2026,2017- 2- 41-ATL,premium,premium,premium
84,Eric Pardinho,p,5-10,155,R,R,2001-01-05,"Lucelia,BR",AAA, ,2018-2025,2017- UDFA -TOR,premium,premium,premium
85,Cristian Pache,cf-lf,6-1,215,R,R,1998-11-19,"Santo Domingo Centro,DR",MLB,2020-2024,2016-2026,2015- UDFA -ATL,premium,premium,premium
86,Jon Duplantier,p,6-4,229,L,R,1994-07-11,"Newark,DE",MLB,2019-2021,2014-2025,2016- 3- 89-ARI,premium,premium,premium
87,Garrett Hampson,cf-lf,5-10,196,R,R,1994-10-10,"Reno,NV",MLB,2018-2025,2014-2026,2016- 3- 81-COL,premium,premium,premium
88,Luis Garcia,ss-2b,5-11,195,B,R,2000-10-01,"San Pedro de Macoris,DR",AA, ,2018-2024,2017- UDFA -PHI,premium,premium,premium
89,Jordan Groshans,3b-1b,6-2,200,R,R,1999-11-10,"Magnolia,TX",MLB,2022-2022,2018-2026,2018- 1- 12-TOR,premium,premium,premium
90,Ryan Mountcastle,1b,6-3,220,R,R,1997-02-18,"Winter Springs,FL",MLB,2020-2026,2015-2026,2015- 1- 36-BAL,premium,premium,premium
91,Kevin Smith,ss-3b,5-11,190,R,R,1996-07-04,"East Greenbush,NY",MLB,2021-2024,2015-2024,2017- 4- 129-TOR,premium,premium,premium
92,Logan Allen,p,6-3,200,R,L,1997-05-23,"West Palm Beach,FL",MLB,2019-2024,2015-2026,2015- 8- 231-BOS,premium,premium,premium
93,Brandon Lowe,2b-dh,5-10,190,L,R,1994-07-06,"Suffolk,VA",MLB,2018-2026,2014-2026,2015- 3- 87-TBA,premium,premium,premium
94,Isaac Paredes,3b-2b,5-11,213,R,R,1999-02-18,"Hermosillo,MX",MLB,2020-2026,2016-2026,2015- UDFA -CHN,premium,premium,premium
95,Will Smith,c,5-10,195,R,R,1995-03-28,"Louisville,KY",MLB,2019-2026,2014-2026,2016- 1- 32-LAN,premium,premium,premium
96,Nolan Jones,lf,6-5,195,L,R,1998-05-07,"Langhorne,PA",MLB,2022-2025,2016-2026,2016- 2- 55-CLE,premium,premium,premium
97,Nathaniel Lowe,1b,6-4,220,L,R,1995-07-07,"Norfolk,VA",MLB,2019-2026,2014-2026,2016- 13- 390-TBA,premium,premium,premium
98,Ronny Mauricio,2b-ss,6-4,166,B,R,2001-04-04,"San Pedro De Macoris,DR",MLB,2023-2026,2018-2026,2017- UDFA -NYN,premium,premium,premium
99,Josh Naylor,1b,5-10,235,L,L,1997-06-22,"Mississauga,ON",MLB,2019-2026,2015-2026,2015- 1- 12-MIA,premium,premium,premium
100,Evan White,1b,6-1,219,R,L,1996-04-26,"Columbus,OH",MLB,2020-2021,2015-2024,2017- 1- 17-SEA,premium,premium,premium
THE BASEBALL CUBE
