rank,player,pos,ht,wt,ba,th,born,place,hilvl,mlb_years,stat_years,draft_info,status,cur_org,cur_lev
18,Dustin McGowan,p,6-3,235,R,R,1982-03-24,"Savannah,GA",MLB,2005-2017,2000-2017,2000- 1- 33-TOR,premium,premium,premium
19,J.J. Hardy,ss,6-1,200,R,R,1982-08-19,"Tucson,AZ",MLB,2005-2017,2001-2017,2001- 2- 56-MIL,premium,premium,premium
20,Josh Barfield,lf-rf,6-0,190,R,R,1982-12-17,"Barquisimeto,VZ",MLB,2006-2009,2001-2013,2001- 4- 120-SDN,premium,premium,premium
21,David Wright,3b,6-0,205,R,R,1982-12-20,"Norfolk,VA",MLB,2004-2018,2001-2018,2001- 1- 38-NYN,premium,premium,premium
22,Jeff Mathis,c,6-0,205,R,R,1983-03-31,"Marianna,FL",MLB,2005-2021,2001-2021,2001- 1- 33-ANA,premium,premium,premium
23,Gavin Floyd,p,6-4,245,R,R,1983-01-27,"Annapolis,MD",MLB,2004-2016,2002-2016,2001- 1- 4-PHI,premium,premium,premium
24,Chin-hui Tsao,p,6-1,210,R,R,1981-06-02,"Hua-Lien,TW",MLB,2003-2016,2000-2017,1999- UDFA -COL,premium,premium,premium
25,Jeremy Reed,rf-lf,6-0,195,L,L,1981-06-15,"San Dimas,CA",MLB,2004-2011,2000-2011,2002- 2- 59-CHA,premium,premium,premium
26,Angel Guzman,p,6-3,190,R,R,1981-12-14,"Caracas,VZ",MLB,2006-2009,2001-2012,1999- UDFA -CHN,premium,premium,premium
27,Jeff Francoeur,rf,6-4,225,R,R,1984-01-08,"Atlanta,GA",MLB,2005-2016,2002-2016,2002- 1- 23-ATL,premium,premium,premium
28,Jeremy Hermida,of,6-3,220,L,R,1984-01-30,"Atlanta,GA",MLB,2005-2012,2002-2015,2002- 1- 11-MIA,premium,premium,premium
29,Ervin Santana,p,6-2,175,R,R,1982-12-12,"San Cristobal,DR",MLB,2005-2021,2003-2021,2000- UDFA -ANA,premium,premium,premium
30,Felix Hernandez,p,6-3,220,R,R,1986-04-08,"Valencia,VZ",MLB,2005-2019,2003-2019,2002- UDFA -SEA,premium,premium,premium
31,Franklin Gutierrez,rf-of,6-2,200,R,R,1983-02-21,"Caracas,VZ",MLB,2005-2017,2001-2017,2000- UDFA -LAN,premium,premium,premium
32,Bobby Crosby,ss,6-3,210,R,R,1980-01-12,"Lakewood,CA",MLB,2003-2010,1999-2010,2001- 1- 25-OAK,premium,premium,premium
33,Dallas McPherson,3b,6-4,225,L,R,1980-07-23,"Greensboro,NC",MLB,2004-2011,1999-2013,2001- 2- 57-ANA,premium,premium,premium
34,Scott Hairston,rf-lf,6-0,200,R,R,1980-05-25,"Fort Worth,TX",MLB,2004-2014,2001-2014,2001- 3- 98-ARI,premium,premium,premium
35,Guillermo Quiroz,c,6-1,215,R,R,1981-11-29,"Maracaibo,VZ",MLB,2004-2014,1999-2016,1998- UDFA -TOR,premium,premium,premium
36,Kyle Sleeth,p,6-5,205,R,R,1981-12-20,"Thornton,CO",AA, ,2001-2007,2003- 1- 3-DET,premium,premium,premium
37,Sergio Santos,p,6-4,215,R,R,1983-07-04,"Los Angeles,CA",MLB,2010-2015,2002-2015,2002- 1- 27-ARI,premium,premium,premium
38,John Van Benschoten,p,6-4,215,R,R,1980-04-14,"San Diego,CA",MLB,2004-2008,1999-2011,2001- 1- 8-PIT,premium,premium,premium
39,Hanley Ramirez,1b,6-2,235,R,R,1983-12-23,"Samana,DR",MLB,2005-2019,2002-2019,2000- UDFA -BOS,premium,premium,premium
40,Merkin Valdez,p,6-3,235,R,R,1981-11-05,"San Cristobal,DR",MLB,2004-2011,2003-2012,1999- UDFA -ATL,premium,premium,premium
41,Dioner Navarro,c,5-9,215,B,R,1984-02-09,"Caracas,VZ",MLB,2004-2016,2001-2019,2000- UDFA -NYA,premium,premium,premium
42,James Loney,1b,6-3,235,L,L,1984-05-07,"Houston,TX",MLB,2006-2016,2002-2019,2002- 1- 19-LAN,premium,premium,premium
43,Joe Blanton,p,6-3,225,R,R,1980-12-11,"Nashville,TN",MLB,2004-2017,2000-2017,2002- 1- 24-OAK,premium,premium,premium
44,Jeff Allison,p,6-2,195,R,R,1984-11-07,"Lynn,MA",AA, ,2003-2011,2003- 1- 16-MIA,premium,premium,premium
45,Clint Nageotte,p,6-4,225,R,R,1980-10-25,"Parma,OH",MLB,2004-2006,2000-2010,1999- 5- 155-SEA,premium,premium,premium
46,Ryan Wagner,p,6-2,210,R,R,1982-07-15,"Yoakum,TX",MLB,2003-2007,2002-2009,2003- 1- 14-CIN,premium,premium,premium
47,Blake Hawksworth,p,6-3,195,R,R,1983-03-01,"North Vancouver,BC",MLB,2009-2011,2002-2012,2001- 28- 854-SLN,premium,premium,premium
48,Brad Nelson,1b,6-2,255,L,R,1982-12-23,"Algona,IA",MLB,2008-2009,2001-2014,2001- 4- 118-MIL,premium,premium,premium
49,Adam Wainwright,p,6-7,230,R,R,1981-08-30,"Brunswick,GA",MLB,2005-2023,2000-2023,2000- 1- 29-ATL,premium,premium,premium
50,Taylor Buchholz,p,6-3,220,R,R,1981-10-13,"Lower Merion,PA",MLB,2006-2011,2000-2011,2000- 6- 175-PHI,premium,premium,premium
51,Jason Stokes,1b,6-4,225,R,R,1982-01-23,"Irving,TX",AAA, ,2001-2010,2000- 2- 41-MIA,premium,premium,premium
52,Adrian Gonzalez,1b,6-2,215,L,L,1982-05-08,"San Diego,CA",MLB,2004-2018,2000-2021,2000- 1- 1-MIA,premium,premium,premium
53,Jeremy Guthrie,p,6-1,205,R,R,1979-04-08,"Roseburg,OR",MLB,2004-2017,1998-2017,2002- 1- 22-CLE,premium,premium,premium
54,John Maine,p,6-4,220,R,R,1981-05-08,"Fredericksburg,VA",MLB,2004-2013,2000-2013,2002- 6- 166-BAL,premium,premium,premium
55,Kris Honel,p,6-5,190,R,R,1982-11-07,"Kankakee,IL",AA, ,2001-2011,2001- 1- 16-CHA,premium,premium,premium
56,Justin Jones,p,6-3,215,L,L,1984-09-25,"Norfolk,VA",AA, ,2002-2010,2002- 2- 62-CHN,premium,premium,premium
57,Ian Stewart,3b,6-3,225,L,R,1985-04-05,"Long Beach,CA",MLB,2007-2014,2003-2015,2003- 1- 10-COL,premium,premium,premium
58,Clint Everts,p,6-2,195,B,R,1984-08-10,"Houston,TX",AAA, ,2003-2014,2002- 1- 5-MON,premium,premium,premium
59,Denny Bautista,p,6-5,190,R,R,1980-08-23,"Santo Domingo,DR",MLB,2004-2010,2000-2015,2000- UDFA -MIA,premium,premium,premium
60,Mike Hinckley,p,6-3,195,R,L,1982-10-05,"Oklahoma City,OK",MLB,2008-2009,2001-2011,2001- 3- 82-MON,premium,premium,premium
61,Khalil Greene,ss,5-11,185,R,R,1979-10-21,"Butler,PA",MLB,2003-2009,1999-2009,2002- 1- 13-SDN,premium,premium,premium
62,Bobby Jenks,p,6-4,275,R,R,1981-03-14,"Mission Hills,CA",MLB,2005-2011,2000-2011,2000- 5- 140-ANA,premium,premium,premium
63,Travis Blackley,p,6-3,205,L,L,1982-11-04,"Melbourne,AU",MLB,2004-2013,2001-2018,2000- UDFA -SEA,premium,premium,premium
64,Sean Burnett,p,5-11,185,L,L,1982-09-17,"Dunedin,FL",MLB,2004-2016,2000-2019,2000- 1- 19-PIT,premium,premium,premium
65,Ryan Harvey,of,6-5,240,R,R,1984-08-30,"Clearwater,FL",AA, ,2003-2013,2003- 1- 6-CHN,premium,premium,premium
66,J.D. Durbin,p,6-0,210,R,R,1982-02-24,"Portland,OR",MLB,2004-2007,2000-2014,2000- 2- 54-MIN,premium,premium,premium
67,Scott Olsen,p,6-4,210,L,L,1984-01-12,"Kalamazoo,MI",MLB,2005-2010,2002-2012,2002- 6- 173-MIA,premium,premium,premium
68,Chris Lubanski,lf,6-3,210,L,L,1985-03-24,"Lansdale,PA",AAA, ,2003-2011,2003- 1- 5-KCA,premium,premium,premium
69,Manny Parra,p,6-3,215,L,L,1982-10-30,"Carmichael,CA",MLB,2007-2015,2002-2021,2001- 26- 778-MIL,premium,premium,premium
70,Jose Lopez,3b,6-0,205,R,R,1983-11-24,"Barcelona,VZ",MLB,2004-2012,2001-2020,2000- UDFA -SEA,premium,premium,premium
71,Alberto Callaspo,3b,5-8,210,B,R,1983-04-19,"Maracay,VZ",MLB,2006-2015,2002-2022,2001- UDFA -ANA,premium,premium,premium
72,Gabe Gross,lf,6-3,220,L,R,1979-10-21,"Baltimore,MD",MLB,2004-2010,1999-2010,2001- 1- 15-TOR,premium,premium,premium
73,Adam LaRoche,1b,6-2,205,L,L,1979-11-06,"Orange,CA",MLB,2004-2015,2000-2015,2000- 29- 880-ATL,premium,premium,premium
74,Jason Bay,lf-rf,6-2,210,R,R,1978-09-20,"Trail,BC",MLB,2003-2013,1999-2013,2000- 22- 645-MON,premium,premium,premium
75,Bubba Nelson,p,6-0,210,R,R,1981-08-26,"Clinton,MD",AAA, ,2000-2009,2000- 2- 51-ATL,premium,premium,premium
76,Roberto Hernandez,p,6-4,270,R,R,1980-08-30,"Santo Domingo,DR",MLB,2006-2016,2002-2016,2000- UDFA -CLE,premium,premium,premium
77,Andrew Sisco,p,6-10,270,L,L,1983-01-13,"Steamboat Springs,CO",MLB,2005-2007,2001-2012,2001- 2- 46-CHN,premium,premium,premium
78,Kelly Shoppach,c,6-0,220,R,R,1980-04-29,"Fort Worth,TX",MLB,2005-2013,1999-2013,2001- 2- 48-BOS,premium,premium,premium
79,Michael Aubrey,lf,6-0,190,L,L,1982-04-15,"Shreveport,LA",MLB,2008-2009,2001-2011,2003- 1- 11-CLE,premium,premium,premium
80,John Danks,p,6-1,210,L,L,1985-04-15,"Austin,TX",MLB,2007-2016,2003-2016,2003- 1- 9-TEX,premium,premium,premium
81,Matt Moses,3b,6-0,210,L,R,1985-02-20,"Albany,GA",AAA, ,2003-2009,2003- 1- 21-MIN,premium,premium,premium
82,Dan Meyer,p,6-2,225,R,L,1981-07-03,"Woodbury,NJ",MLB,2004-2010,2000-2012,2002- 1- 34-ATL,premium,premium,premium
83,Dustin Nippert,p,6-8,225,R,R,1981-05-06,"Wheeling,WV",MLB,2005-2010,2002-2010,2002- 15- 459-ARI,premium,premium,premium
84,Mike Jones,p,6-4,220,R,R,1983-04-23,"Corona,CA",AAA, ,2001-2010,2001- 1- 12-MIL,premium,premium,premium
85,Felix Pie,of,6-2,190,L,L,1985-02-08,"La Romana,DR",MLB,2007-2013,2002-2022,2001- UDFA -CHN,premium,premium,premium
86,Lastings Milledge,lf-rf,5-11,210,R,R,1985-04-05,"Bradenton,FL",MLB,2006-2011,2003-2017,2003- 1- 12-NYN,premium,premium,premium
87,Francisco Rosario,p,6-1,225,R,R,1980-09-28,"San Rafael del Yuma,DR",MLB,2006-2007,2001-2019,1999- UDFA -TOR,premium,premium,premium
88,Matt Peterson,p,6-5,230,R,R,1982-02-11,"Alexandria,LA",AAA, ,2001-2010,2000- 2- 65-NYN,premium,premium,premium
89,Jesse Crain,p,6-1,215,R,R,1981-07-05,"Toronto,ON",MLB,2004-2013,2002-2015,2002- 2- 61-MIN,premium,premium,premium
90,Nick Markakis,rf,6-1,210,L,L,1983-11-17,"Woodstock,GA",MLB,2006-2020,2003-2020,2003- 1- 7-BAL,premium,premium,premium
91,Matt Cain,p,6-3,230,R,R,1984-10-01,"Dothan,AL",MLB,2005-2017,2002-2017,2002- 1- 25-SFN,premium,premium,premium
92,Bobby Brownlie,p,6-0,225,R,R,1980-10-05,"Edison,NJ",AAA, ,2000-2009,2002- 1- 21-CHN,premium,premium,premium
93,Jeff Francis,p,6-5,220,L,L,1981-01-08,"Vancouver,BC",MLB,2004-2015,2002-2015,2002- 1- 9-COL,premium,premium,premium
94,Jayson Nix,ss-3b,5-11,195,R,R,1982-08-26,"Dallas,TX",MLB,2008-2014,2001-2015,2001- 1- 44-COL,premium,premium,premium
95,Joey Gathright,cf,5-10,175,L,R,1981-04-27,"Hattiesburg,MS",MLB,2004-2011,2002-2013,2001- 32- 949-TBA,premium,premium,premium
96,Aaron Hill,2b,5-11,200,R,R,1982-03-21,"Visalia,CA",MLB,2005-2017,2001-2017,2003- 1- 13-TOR,premium,premium,premium
97,Bryan Bullington,p,6-4,210,R,R,1980-09-30,"Indianapolis,IN",MLB,2005-2010,2000-2015,2002- 1- 1-PIT,premium,premium,premium
98,Brent Clevlen,of,6-1,205,R,R,1983-10-27,"Austin,TX",MLB,2006-2010,2002-2017,2002- 2- 49-DET,premium,premium,premium
99,Jake Dittler,p,6-4,220,R,R,1982-11-24,"Henderson,NV",AAA, ,2001-2011,2001- 2- 51-CLE,premium,premium,premium
100,Jason Lane,p,6-2,225,R,L,1976-12-22,"Santa Rosa,CA",MLB,2002-2014,1998-2015,1999- 6- 203-HOU,premium,premium,premium
THE BASEBALL CUBE
